id_partida,ano_copa,data_hora,id_fase,fase_grupo,tipo_fase,id_estadio,id_time1,time1,img_time1,gols_time1,placar,gols_time2,id_time2,time2,img_time2,win_conditions,publico_partida,arbitro,assistente1,assistente2
1096,1930,13 Jul 1930 - 15:00 ,2084,Grupo 1,Fase de Grupos,1,3,FRA,https://api.fifa.com/api/v3/picture/flags-sq-5/FRA,4,1-4,1,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,4444,LOMBARDI Domingo (URU),CRISTOPHE Henry (BEL),REGO Gilberto (BRA)
1090,1930,13 Jul 1930 - 15:00 ,2090,Grupo 4,Fase de Grupos,2,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA,3,3-0,0,22,BEL,https://api.fifa.com/api/v3/picture/flags-sq-5/BEL, ,18346,MACIAS Jose (ARG),MATEUCCI Francisco (URU),WARNKEN Alberto (CHI)
1093,1930,14 Jul 1930 - 12:45 ,2086,Grupo 2,Fase de Grupos,2,83,YUG,https://api.fifa.com/api/v3/picture/flags-sq-5/YUG,2,2-1,1,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA, ,24059,TEJADA Anibal (URU),VALLARINO Ricardo (URU),BALWAY Thomas (FRA)
1098,1930,14 Jul 1930 - 14:50 ,2088,Grupo 3,Fase de Grupos,1,70,ROU,https://api.fifa.com/api/v3/picture/flags-sq-5/ROU,3,3-1,1,62,PER,https://api.fifa.com/api/v3/picture/flags-sq-5/PER, ,2549,WARNKEN Alberto (CHI),LANGENUS Jean (BEL),MATEUCCI Francisco (URU)
1085,1930,15 Jul 1930 - 16:00 ,2084,Grupo 1,Fase de Grupos,2,11,ARG,https://api.fifa.com/api/v3/picture/flags-sq-5/ARG,1,1-0,0,3,FRA,https://api.fifa.com/api/v3/picture/flags-sq-5/FRA, ,23409,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),RADULESCU Constantin (ROU)
1095,1930,16 Jul 1930 - 14:45 ,2084,Grupo 1,Fase de Grupos,2,7,CHI,https://api.fifa.com/api/v3/picture/flags-sq-5/CHI,3,3-0,0,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,9249,CRISTOPHE Henry (BEL),APHESTEGUY Martin (URU),LANGENUS Jean (BEL)
1092,1930,17 Jul 1930 - 12:45 ,2086,Grupo 2,Fase de Grupos,2,83,YUG,https://api.fifa.com/api/v3/picture/flags-sq-5/YUG,4,4-0,0,23,BOL,https://api.fifa.com/api/v3/picture/flags-sq-5/BOL, ,18306,MATEUCCI Francisco (URU),LOMBARDI Domingo (URU),WARNKEN Alberto (CHI)
1097,1930,17 Jul 1930 - 14:45 ,2090,Grupo 4,Fase de Grupos,2,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA,3,3-0,0,61,PAR,https://api.fifa.com/api/v3/picture/flags-sq-5/PAR, ,18306,MACIAS Jose (ARG),APHESTEGUY Martin (URU),TEJADA Anibal (URU)
1099,1930,18 Jul 1930 - 14:30 ,2088,Grupo 3,Fase de Grupos,3,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,1,1-0,0,62,PER,https://api.fifa.com/api/v3/picture/flags-sq-5/PER, ,57735,LANGENUS Jean (BEL),BALWAY Thomas (FRA),CRISTOPHE Henry (BEL)
1094,1930,19 Jul 1930 - 12:50 ,2084,Grupo 1,Fase de Grupos,3,7,CHI,https://api.fifa.com/api/v3/picture/flags-sq-5/CHI,1,1-0,0,3,FRA,https://api.fifa.com/api/v3/picture/flags-sq-5/FRA, ,2000,TEJADA Anibal (URU),LOMBARDI Domingo (URU),REGO Gilberto (BRA)
1086,1930,19 Jul 1930 - 15:00 ,2084,Grupo 1,Fase de Grupos,3,11,ARG,https://api.fifa.com/api/v3/picture/flags-sq-5/ARG,6,6-3,3,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,42100,SAUCEDO Ulises (BOL),ALONSO Gualberto (URU),RADULESCU Constantin (ROU)
1091,1930,20 Jul 1930 - 13:00 ,2086,Grupo 2,Fase de Grupos,3,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,4,4-0,0,23,BOL,https://api.fifa.com/api/v3/picture/flags-sq-5/BOL, ,25466,BALWAY Thomas (FRA),MATEUCCI Francisco (URU),VALLEJO Gaspar (MEX)
1089,1930,20 Jul 1930 - 15:00 ,2090,Grupo 4,Fase de Grupos,3,61,PAR,https://api.fifa.com/api/v3/picture/flags-sq-5/PAR,1,1-0,0,22,BEL,https://api.fifa.com/api/v3/picture/flags-sq-5/BEL, ,12000,VALLARINO Ricardo (URU),MACIAS Jose (ARG),LOMBARDI Domingo (URU)
1100,1930,21 Jul 1930 - 14:50 ,2088,Grupo 3,Fase de Grupos,3,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,4,4-0,0,70,ROU,https://api.fifa.com/api/v3/picture/flags-sq-5/ROU, ,70022,REGO Gilberto (BRA),WARNKEN Alberto (CHI),SAUCEDO Ulises (BOL)
1084,1930,22 Jul 1930 - 14:45 ,2084,Grupo 1,Fase de Grupos,3,11,ARG,https://api.fifa.com/api/v3/picture/flags-sq-5/ARG,3,1-3,1,7,CHI,https://api.fifa.com/api/v3/picture/flags-sq-5/CHI, ,41459,LANGENUS Jean (BEL),CRISTOPHE Henry (BEL),SAUCEDO Ulises (BOL)
1088,1930,26 Jul 1930 - 14:45 ,9701,Semifinais,Fase de Mata-Mata,3,11,ARG,https://api.fifa.com/api/v3/picture/flags-sq-5/ARG,6,6-1,1,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA, ,72886,LANGENUS Jean (BEL),VALLEJO Gaspar (MEX),WARNKEN Alberto (CHI)
1101,1930,27 Jul 1930 - 14:45 ,9701,Semifinais,Fase de Mata-Mata,3,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,6,6-1,1,83,YUG,https://api.fifa.com/api/v3/picture/flags-sq-5/YUG, ,79867,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),BALWAY Thomas (FRA)
1087,1930,30 Jul 1930 - 14:15 ,9999,Final,Fase de Mata-Mata,3,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,4,4-2,2,11,ARG,https://api.fifa.com/api/v3/picture/flags-sq-5/ARG, ,68346,LANGENUS Jean (BEL),SAUCEDO Ulises (BOL),CRISTOPHE Henry (BEL)
1104,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,4,21,AUT,https://api.fifa.com/api/v3/picture/flags-sq-5/AUT,3,"1-1(2-3)",2,3,FRA,https://api.fifa.com/api/v3/picture/flags-sq-5/FRA,Austria win after extra time ,16000,VAN MOORSEL Johannes (NED),CAIRONI Camillo (ITA),BAERT Louis (BEL)
1119,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,5,46,HUN,https://api.fifa.com/api/v3/picture/flags-sq-5/HUN,4,4-2,2,38,EGY,https://api.fifa.com/api/v3/picture/flags-sq-5/EGY, ,9000,BARLASSINA Rinaldo (ITA),DATTILO Generoso (ITA),SASSI Otello (ITA)
1133,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,6,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI,3,3-2,2,55,NED,https://api.fifa.com/api/v3/picture/flags-sq-5/NED, ,33000,EKLIND Ivan (SWE),BERANEK Alois (AUT),BONIVENTO Ferruccio (ITA)
1102,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,7,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE,3,3-2,2,11,ARG,https://api.fifa.com/api/v3/picture/flags-sq-5/ARG, ,14000,BRAUN Eugen (AUT),CARRARO Albino (ITA),TURBIANI Giuseppe (ITA)
1108,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,8,10,GER,https://api.fifa.com/api/v3/picture/flags-sq-5/GER,5,5-2,2,22,BEL,https://api.fifa.com/api/v3/picture/flags-sq-5/BEL, ,8000,MATTEA Francesco (ITA),MELANDRI Ermenegildo (ITA),BAERT Jacques (FRA)
1111,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,9,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP,3,3-1,1,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA, ,21000,BIRLEM Alfred (GER),CARMINATI Ettore (ITA),IVANCSICS Mihaly (HUN)
1135,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,10,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,7,7-1,1,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA, ,25000,MERCET Rene (SUI),ESCARTIN Pedro (ESP),ZENISEK Bohumil (TCH)
1141,1934,27 May 1934 - 16:30 ,9501,Oitavas de Finais,Fase de Mata-Mata,11,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH,2,2-1,1,70,ROU,https://api.fifa.com/api/v3/picture/flags-sq-5/ROU, ,9000,LANGENUS Jean (BEL),SCARPI Giuseppe (ITA),SCORZONI Raffaele (ITA)
1143,1934,31 May 1934 - 16:30 ,9601,Quartas de Finais,Fase de Mata-Mata,4,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH,3,3-2,2,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI, ,12000,BERANEK Alois (AUT),MOHAMED Youssuf (EGY),BAERT Jacques (FRA)
1129,1934,31 May 1934 - 16:30 ,9601,Quartas de Finais,Fase de Mata-Mata,6,10,GER,https://api.fifa.com/api/v3/picture/flags-sq-5/GER,2,2-1,1,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE, ,3000,BARLASSINA Rinaldo (ITA),MERCET Rene (SUI),VAN MOORSEL Johannes (NED)
1122,1934,31 May 1934 - 16:30 ,9601,Quartas de Finais,Fase de Mata-Mata,8,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,1,"1-1(1-1)",1,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP, ,35000,BAERT Louis (BEL),ZENISEK Bohumil (TCH),IVANCSICS Mihaly (HUN)
1106,1934,31 May 1934 - 16:30 ,9601,Quartas de Finais,Fase de Mata-Mata,7,21,AUT,https://api.fifa.com/api/v3/picture/flags-sq-5/AUT,2,2-1,1,46,HUN,https://api.fifa.com/api/v3/picture/flags-sq-5/HUN, ,23000,MATTEA Francesco (ITA),ESCARTIN Pedro (ESP),BIRLEM Alfred (GER)
1123,1934,01 Jun 1934 - 16:30 ,9603,Replay,Fase de Mata-Mata,8,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,1,1-0,0,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP, ,43000,MERCET Rene (SUI),IVANCSICS Mihaly (HUN),ZENISEK Bohumil (TCH)
1107,1934,03 Jun 1934 - 16:30 ,9701,Semifinais,Fase de Mata-Mata,6,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,1,1-0,0,21,AUT,https://api.fifa.com/api/v3/picture/flags-sq-5/AUT, ,35000,EKLIND Ivan (SWE),BAERT Louis (BEL),ZENISEK Bohumil (TCH)
1130,1934,03 Jun 1934 - 16:30 ,9701,Semifinais,Fase de Mata-Mata,10,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH,3,3-1,1,10,GER,https://api.fifa.com/api/v3/picture/flags-sq-5/GER, ,15000,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),ESCARTIN Pedro (ESP)
1105,1934,07 Jun 1934 - 18:00 ,9803,3º/4º Lugar,Fase de Mata-Mata,5,10,GER,https://api.fifa.com/api/v3/picture/flags-sq-5/GER,3,3-2,2,21,AUT,https://api.fifa.com/api/v3/picture/flags-sq-5/AUT, ,7000,CARRARO Albino (ITA),CAIRONI Camillo (ITA),ESCARTIN Pedro (ESP)
1134,1934,10 Jun 1934 - 17:30 ,9999,Final,Fase de Mata-Mata,10,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,2,"1-1(2-1)",1,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH,Italy win after extra time ,55000,EKLIND Ivan (SWE),BAERT Louis (BEL),IVANCSICS Mihaly (HUN)
1165,1938,04 Jun 1938 - 17:00 ,101,Primeira Fase,Fase de Mata-Mata,12,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI,1,"1-1(1-1)",1,10,GER,https://api.fifa.com/api/v3/picture/flags-sq-5/GER, ,27152,LANGENUS Jean (BEL),MARENCO Paul (FRA),VAN MOORSEL Johannes (NED)
1173,1938,05 Jun 1938 - 17:00 ,101,Primeira Fase,Fase de Mata-Mata,13,46,HUN,https://api.fifa.com/api/v3/picture/flags-sq-5/HUN,6,6-0,0,36,INH,https://api.fifa.com/api/v3/picture/flags-sq-5/INH, ,9000,CONRIE Roger (FRA),DE LA SALLE Charles (FRA),WEINGARTNER Karl (AUT)
1146,1938,05 Jun 1938 - 17:00 ,101,Primeira Fase,Fase de Mata-Mata,14,3,FRA,https://api.fifa.com/api/v3/picture/flags-sq-5/FRA,3,3-1,1,22,BEL,https://api.fifa.com/api/v3/picture/flags-sq-5/BEL, ,30454,WUETHRICH Hans (SUI),KRIST Gustav (TCH),BIRLEM Alfred (GER)
1156,1938,05 Jun 1938 - 17:00 ,101,Primeira Fase,Fase de Mata-Mata,15,32,CUB,https://api.fifa.com/api/v3/picture/flags-sq-5/CUB,3,"2-2(3-3)",3,70,ROU,https://api.fifa.com/api/v3/picture/flags-sq-5/ROU, ,7000,SCARPI Giuseppe (ITA),VALPREDE Ferdinand (FRA),MERKCX Jean (FRA)
1179,1938,05 Jun 1938 - 17:00 ,101,Primeira Fase,Fase de Mata-Mata,16,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,2,"1-1(2-1)",1,59,NOR,https://api.fifa.com/api/v3/picture/flags-sq-5/NOR,Italy win after extra time ,19000,BERANEK Alois (AUT),BOUTOURE D. (FRA),TREHOU D. (FRA)
1150,1938,05 Jun 1938 - 17:30 ,101,Primeira Fase,Fase de Mata-Mata,17,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,6,"4-4(6-5)",5,63,POL,https://api.fifa.com/api/v3/picture/flags-sq-5/POL,Brazil win after extra time ,13452,EKLIND Ivan (SWE),POISSANT Louis (FRA),KISSENBERGER Ernest (FRA)
1172,1938,05 Jun 1938 - 18:30 ,101,Primeira Fase,Fase de Mata-Mata,18,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH,3,"0-0(3-0)",0,55,NED,https://api.fifa.com/api/v3/picture/flags-sq-5/NED,Czechoslovakia win after extra time ,11000,LECLERCQ Lucien (FRA),OLIVE D. (FRA),SDEZ Victor (FRA)
1157,1938,09 Jun 1938 - 18:00 ,102,Replay,Fase de Mata-Mata,15,32,CUB,https://api.fifa.com/api/v3/picture/flags-sq-5/CUB,2,2-1,1,70,ROU,https://api.fifa.com/api/v3/picture/flags-sq-5/ROU, ,8000,BIRLEM Alfred (GER),CAPDEVILLE Pierre (FRA),MARENCO Paul (FRA)
1166,1938,09 Jun 1938 - 18:00 ,102,Replay,Fase de Mata-Mata,12,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI,4,4-2,2,10,GER,https://api.fifa.com/api/v3/picture/flags-sq-5/GER, ,20025,EKLIND Ivan (SWE),BAERT Louis (BEL),VAN MOORSEL Johannes (NED)
1152,1938,12 Jun 1938 - 17:00 ,9601,Quartas de Finais,Fase de Mata-Mata,19,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,1,"1-1(1-1)",1,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH, ,22021,VON HERTZKA Pal (HUN),SCARPI Giuseppe (ITA),DE LA SALLE Charles (FRA)
1175,1938,12 Jun 1938 - 17:00 ,9601,Quartas de Finais,Fase de Mata-Mata,20,46,HUN,https://api.fifa.com/api/v3/picture/flags-sq-5/HUN,2,2-0,0,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI, ,15000,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),BOUTOURE D. (FRA)
1158,1938,12 Jun 1938 - 17:00 ,9601,Quartas de Finais,Fase de Mata-Mata,21,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE,8,8-0,0,32,CUB,https://api.fifa.com/api/v3/picture/flags-sq-5/CUB, ,7000,KRIST Gustav (TCH),WEINGARTNER Karl (AUT),SDEZ Victor (FRA)
1164,1938,12 Jun 1938 - 17:00 ,9601,Quartas de Finais,Fase de Mata-Mata,14,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,3,3-1,1,3,FRA,https://api.fifa.com/api/v3/picture/flags-sq-5/FRA, ,58455,BAERT Louis (BEL),WUETHRICH Hans (SUI),EKLIND Ivan (SWE)
1153,1938,14 Jun 1938 - 18:00 ,9603,Replay,Fase de Mata-Mata,19,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,2,2-1,1,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH, ,18141,CAPDEVILLE Georges (FRA),MARENCO Paul (FRA),KISSENBERGER Ernest (FRA)
1176,1938,16 Jun 1938 - 18:00 ,9701,Semifinais,Fase de Mata-Mata,12,46,HUN,https://api.fifa.com/api/v3/picture/flags-sq-5/HUN,5,5-1,1,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE, ,20000,LECLERCQ Lucien (FRA),VAN MOORSEL Johannes (NED),SCARPI Giuseppe (ITA)
1149,1938,16 Jun 1938 - 18:00 ,9701,Semifinais,Fase de Mata-Mata,16,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,2,2-1,1,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA, ,33000,WUETHRICH Hans (SUI),BERANEK Alois (AUT),MARENCO Paul (FRA)
1151,1938,19 Jun 1938 - 17:00 ,9803,3º/4º Lugar,Fase de Mata-Mata,19,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,4,4-2,2,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE, ,12000,LANGENUS Jean (BEL),OLIVE D. (FRA),VALPREDE Ferdinand (FRA)
1174,1938,19 Jun 1938 - 17:00 ,9999,Final,Fase de Mata-Mata,14,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,4,4-2,2,46,HUN,https://api.fifa.com/api/v3/picture/flags-sq-5/HUN, ,45000,CAPDEVILLE Georges (FRA),WUETHRICH Hans (SUI),KRIST Gustav (TCH)
1187,1950,24 Jun 1950 - 15:00 ,2084,Grupo 1,Fase de Grupos,22,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,4,4-0,0,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,81649,READER George (ENG),GRIFFITHS Benjamin (WAL),MITCHELL George (SCO)
1192,1950,25 Jun 1950 - 15:00 ,2086,Grupo 2,Fase de Grupos,22,8,ENG,https://api.fifa.com/api/v3/picture/flags-sq-5/ENG,2,2-0,0,7,CHI,https://api.fifa.com/api/v3/picture/flags-sq-5/CHI, ,29703,VAN DER MEER Karel (NED),GARDELLI Mario (BRA),DAHLNER Gunnar (SWE)
1208,1950,25 Jun 1950 - 15:00 ,2086,Grupo 2,Fase de Grupos,23,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP,3,3-1,1,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA, ,9511,VIANA Mario (BRA),DA COSTA VIEIRA Jose (POR),DE LA SALLE Charles (FRA)
1219,1950,25 Jun 1950 - 15:00 ,2088,Grupo 3,Fase de Grupos,24,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE,3,3-2,2,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA, ,36502,LUTZ Jean (SUI),BERANEK Alois (AUT),TEJADA Carlos (MEX)
1230,1950,25 Jun 1950 - 15:00 ,2084,Grupo 1,Fase de Grupos,25,83,YUG,https://api.fifa.com/api/v3/picture/flags-sq-5/YUG,3,3-0,0,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI, ,7336,GALEATI Giovanni (ITA),EKLIND Ivan (SWE),DATTILO Generoso (ITA)
1188,1950,28 Jun 1950 - 15:00 ,2084,Grupo 1,Fase de Grupos,24,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,2,2-2,2,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI, ,42032,AZON ROMA Ramon (ESP),BUSTAMANTE Sergio (CHI),DE NICOLA Cayetano (PAR)
1225,1950,28 Jun 1950 - 15:00 ,2084,Grupo 1,Fase de Grupos,26,83,YUG,https://api.fifa.com/api/v3/picture/flags-sq-5/YUG,4,4-1,1,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,11078,LEAFE Reginald (ENG),DAHLNER Gunnar (SWE),VAN DER MEER Karel (NED)
1193,1950,29 Jun 1950 - 15:00 ,2086,Grupo 2,Fase de Grupos,22,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP,2,2-0,0,7,CHI,https://api.fifa.com/api/v3/picture/flags-sq-5/CHI, ,19790,MALCHER Alberto (BRA),MARINO Esteban (URU),ALVAREZ Alfredo (BOL)
1228,1950,29 Jun 1950 - 15:30 ,2088,Grupo 3,Fase de Grupos,23,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE,2,2-2,2,61,PAR,https://api.fifa.com/api/v3/picture/flags-sq-5/PAR, ,7903,MITCHELL Robert (SCO),LEMESIC Leo (YUG),GARCIA Prudencio (USA)
1202,1950,29 Jun 1950 - 15:00 ,2086,Grupo 2,Fase de Grupos,25,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA,1,1-0,0,8,ENG,https://api.fifa.com/api/v3/picture/flags-sq-5/ENG, ,10151,DATTILO Generoso (ITA),DE LA SALLE Charles (FRA),GALEATI Giovanni (ITA)
1191,1950,01 Jul 1950 - 15:00 ,2084,Grupo 1,Fase de Grupos,22,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,2,2-0,0,83,YUG,https://api.fifa.com/api/v3/picture/flags-sq-5/YUG, ,142429,GRIFFITHS Benjamin (WAL),BERANEK Alois (AUT),DA COSTA VIEIRA Jose (POR)
1199,1950,02 Jul 1950 - 15:00 ,2086,Grupo 2,Fase de Grupos,22,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP,1,1-0,0,8,ENG,https://api.fifa.com/api/v3/picture/flags-sq-5/ENG, ,74462,GALEATI Giovanni (ITA),LUTZ Jean (SUI),DATTILO Generoso (ITA)
1218,1950,02 Jul 1950 - 15:00 ,2088,Grupo 3,Fase de Grupos,24,2,ITA,https://api.fifa.com/api/v3/picture/flags-sq-5/ITA,2,2-0,0,61,PAR,https://api.fifa.com/api/v3/picture/flags-sq-5/PAR, ,25811,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA)
1185,1950,02 Jul 1950 - 15:00 ,2090,Grupo 4,Fase de Grupos,25,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,8,8-0,0,23,BOL,https://api.fifa.com/api/v3/picture/flags-sq-5/BOL, ,5284,READER George (ENG),VIANA Mario (BRA),LEMESIC Leo (YUG)
1222,1950,02 Jul 1950 - 15:40 ,2084,Grupo 1,Fase de Grupos,26,5,SUI,https://api.fifa.com/api/v3/picture/flags-sq-5/SUI,2,2-1,1,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,3580,EKLIND Ivan (SWE),DAHLNER Gunnar (SWE),BUSTAMANTE Sergio (CHI)
1194,1950,02 Jul 1950 - 15:00 ,2086,Grupo 2,Fase de Grupos,27,7,CHI,https://api.fifa.com/api/v3/picture/flags-sq-5/CHI,5,5-2,2,13,USA,https://api.fifa.com/api/v3/picture/flags-sq-5/USA, ,8501,GARDELLI Mario (BRA),HEYEN Mario Ruben (PAR),ALVAREZ Alfredo (BOL)
1207,1950,09 Jul 1950 - 15:00 ,9998,Quadrangular Final,Fase de Mata-Mata,24,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,2,2-2,2,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP, ,44802,GRIFFITHS Benjamin (WAL),DATTILO Generoso (ITA),ALVAREZ Alfredo (BOL)
1189,1950,09 Jul 1950 - 15:00 ,9998,Quadrangular Final,Fase de Mata-Mata,22,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,7,7-1,1,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE, ,138886,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA)
1186,1950,13 Jul 1950 - 15:00 ,9998,Quadrangular Final,Fase de Mata-Mata,22,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,6,6-1,1,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP, ,152772,LEAFE Reginald (ENG),MITCHELL George (SCO),DA COSTA VIEIRA Jose (POR)
1231,1950,13 Jul 1950 - 15:00 ,9998,Quadrangular Final,Fase de Mata-Mata,24,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,3,3-2,2,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE, ,7987,GALEATI Giovanni (ITA),BERANEK Alois (AUT),DE NICOLA Cayetano (PAR)
1206,1950,16 Jul 1950 - 15:00 ,9998,Quadrangular Final,Fase de Mata-Mata,24,6,SWE,https://api.fifa.com/api/v3/picture/flags-sq-5/SWE,3,3-1,1,12,ESP,https://api.fifa.com/api/v3/picture/flags-sq-5/ESP, ,11227,VAN DER MEER Karel (NED),LUTZ Jean (SUI),GARCIA Prudencio (USA)
1190,1950,16 Jul 1950 - 15:00 ,9998,Quadrangular Final,Fase de Mata-Mata,22,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,2,2-1,1,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA, ,173850,READER George (ENG),ELLIS Arthur (ENG),MITCHELL George (SCO)
1315,1954,16 Jun 1954 - 18:00 ,2088,Grupo 3,Fase de Grupos,28,1,URU,https://api.fifa.com/api/v3/picture/flags-sq-5/URU,2,2-0,0,34,TCH,https://api.fifa.com/api/v3/picture/flags-sq-5/TCH, ,20500,ELLIS Arthur (ENG),LING William (ENG),SCHICKER Werner (SUI)
1236,1954,16 Jun 1954 - 18:00 ,2088,Grupo 3,Fase de Grupos,29,21,AUT,https://api.fifa.com/api/v3/picture/flags-sq-5/AUT,1,1-0,0,72,SCO,https://api.fifa.com/api/v3/picture/flags-sq-5/SCO, ,25000,FRANKEN Laurent (BEL),VIANA Mario (BRA),GULDE Josef (SUI)
1249,1954,16 Jun 1954 - 18:00 ,2084,Grupo 1,Fase de Grupos,30,4,BRA,https://api.fifa.com/api/v3/picture/flags-sq-5/BRA,5,5-0,0,9,MEX,https://api.fifa.com/api/v3/picture/flags-sq-5/MEX, ,13470,WYSSLING Paul (SUI),SCHONHOLZER Ernest (SUI),DA COSTA VIEIRA Jose (POR)
